2024-08-07 19:37:38,224 - config - INFO - Configuration loaded successfully from config.json.
2024-08-07 19:37:38,498 - __main__ - INFO - Starting the trading bot
2024-08-07 19:37:38,499 - database - INFO - Database initialized successfully.
2024-08-07 19:37:38,546 - api_client - INFO - Successfully connected to Upbit. KRW balance: 566725.33594485
2024-08-07 19:37:38,546 - __main__ - INFO - Starting backtesting...
2024-08-07 19:37:38,546 - api_client - INFO - Fetching day data for KRW-BTC
2024-08-07 19:37:38,730 - backtesting - INFO - Running backtest with window_size=180, step_size=36
2024-08-07 19:37:39,078 - backtesting - INFO - Advanced backtest results: {'mean_return': 0.9471700540166692, 'std_return': 5.580512361336175, 'sharpe_ratio': 0.16972815266551666, 'max_drawdown': 8.304490610492644}
2024-08-07 19:37:39,080 - __main__ - INFO - Backtest results: {'mean_return': 0.9471700540166692, 'std_return': 5.580512361336175, 'sharpe_ratio': 0.16972815266551666, 'max_drawdown': 8.304490610492644}
2024-08-07 19:37:39,157 - __main__ - INFO - Starting main loop
2024-08-07 19:47:39,344 - __main__ - INFO - Starting trading loop
2024-08-07 19:47:39,344 - data_preparation - INFO - Fetching short timeframe data
2024-08-07 19:47:39,344 - api_client - INFO - Fetching minute60 data for KRW-BTC
2024-08-07 19:47:39,383 - data_preparation - INFO - Indicators added successfully. Dataframe shape: (81, 13)
2024-08-07 19:47:39,383 - data_preparation - INFO - Successfully fetched and processed data for short timeframe. Shape: (81, 13)
2024-08-07 19:47:39,383 - data_preparation - INFO - Fetching medium timeframe data
2024-08-07 19:47:39,383 - api_client - INFO - Fetching day data for KRW-BTC
2024-08-07 19:47:39,420 - data_preparation - INFO - Indicators added successfully. Dataframe shape: (41, 13)
2024-08-07 19:47:39,420 - data_preparation - INFO - Successfully fetched and processed data for medium timeframe. Shape: (41, 13)
2024-08-07 19:47:39,420 - data_preparation - INFO - Fetching long timeframe data
2024-08-07 19:47:39,420 - api_client - INFO - Fetching weekly data for KRW-BTC
2024-08-07 19:47:39,420 - api_client - INFO - Fetching daily data for KRW-BTC from 2024-02-21 19:47:39.420649 to 2024-08-07 19:47:39.420649
2024-08-07 19:47:39,462 - api_client - INFO - Resampling daily data to weekly
2024-08-07 19:47:39,465 - api_client - INFO - Successfully resampled to weekly data. Shape: (25, 6)
2024-08-07 19:47:39,469 - data_preparation - INFO - Indicators added successfully. Dataframe shape: (6, 13)
2024-08-07 19:47:39,469 - data_preparation - INFO - Successfully fetched and processed data for long timeframe. Shape: (6, 13)
2024-08-07 19:47:39,469 - backtesting - INFO - Running backtest with window_size=40, step_size=8
2024-08-07 19:47:39,546 - backtesting - INFO - Advanced backtest results: {'mean_return': 0.0, 'std_return': 0.0, 'sharpe_ratio': 0, 'max_drawdown': 0.0}
2024-08-07 19:47:39,636 - database - INFO - Updated accuracy for decision 1054: 0
2024-08-07 19:47:39,636 - __main__ - INFO - Previous decision evaluated: Failure with accuracy 0
2024-08-07 19:47:39,641 - __main__ - INFO - Average accuracy over the last 30 days: 45.88
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1054, 'timestamp': '2024-08-06 21:26:13.832056', 'decision': 'hold', 'percentage': 0.0, 'target_price': 79513000.0, 'btc_balance': 0.0, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79513000.0, 'accuracy': 0.0}
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1053, 'timestamp': '2024-08-06 21:22:12.230514', 'decision': 'hold', 'percentage': 0.0, 'target_price': 79509000.0, 'btc_balance': 0.0, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79509000.0, 'accuracy': None}
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1052, 'timestamp': '2024-08-06 21:19:43.137089', 'decision': 'hold', 'percentage': 0.0, 'target_price': 79517000.0, 'btc_balance': 0.0, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79517000.0, 'accuracy': None}
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1051, 'timestamp': '2024-08-06 21:19:36.247285', 'decision': 'hold', 'percentage': 0.0, 'target_price': 79547000.0, 'btc_balance': 0.0, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79547000.0, 'accuracy': None}
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1050, 'timestamp': '2024-08-06 21:17:26.373161', 'decision': 'hold', 'percentage': 0.0, 'target_price': 79434000.0, 'btc_balance': 0.0, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79434000.0, 'accuracy': None}
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1049, 'timestamp': '2024-08-06 21:17:23.020775', 'decision': 'hold', 'percentage': 0.0, 'target_price': 79449000.0, 'btc_balance': 0.0, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79449000.0, 'accuracy': None}
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1048, 'timestamp': '2024-08-06 21:11:29.161577', 'decision': 'hold', 'percentage': 0.0, 'target_price': 79430000.0, 'btc_balance': 0.0, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79430000.0, 'accuracy': None}
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1047, 'timestamp': '2024-08-06 21:07:14.855543', 'decision': 'hold', 'percentage': 0.0, 'target_price': 79263000.0, 'btc_balance': 0.0, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79263000.0, 'accuracy': None}
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1046, 'timestamp': '2024-08-06 21:06:53.921447', 'decision': 'hold', 'percentage': 0.0, 'target_price': 79306000.0, 'btc_balance': 0.0, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79306000.0, 'accuracy': None}
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1045, 'timestamp': '2024-08-06 20:58:46.226149', 'decision': 'sell', 'percentage': 100.0, 'target_price': 80000000.0, 'btc_balance': 0.0, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79344000.0, 'accuracy': None}
2024-08-07 19:47:39,648 - trading_logic - WARNING - Invalid decision format: {'id': 1044, 'timestamp': '2024-08-06 20:48:12.353424', 'decision': 'hold', 'percentage': 0.0, 'target_price': 0.0, 'btc_balance': 0.00709495, 'krw_balance': 0.7548228, 'btc_avg_buy_price': 79052504.49263208, 'btc_krw_price': 79500000.0, 'accuracy': 90.25157232704403}
